Matrix_id	Gene_id	Species	Method	Datasource	Datasource_ID
MP00378	AT3G24120	Arabidopsis thaliana	DAP	PMID:27203113	AT3G24120
MP00379	AT3G24520	Arabidopsis thaliana	DAP	PMID:27203113	AT3G24520
MP00380	AT3G25990	Arabidopsis thaliana	DAP	PMID:27203113	AT3G25990
MP00381	AT3G26620	Arabidopsis thaliana	DAP	PMID:27203113	AT3G26620
MP00382	AT3G26790	Arabidopsis thaliana	DAP	PMID:27203113	AT3G26790
MP00383	AT1G68200	Arabidopsis thaliana	ampDAP	PMID:27203113	AT1G68200
MP00384	AT3G27010	Arabidopsis thaliana	DAP	PMID:27203113	AT3G27010
MP00385	AT3G27785	Arabidopsis thaliana	DAP	PMID:27203113	AT3G27785
MP00386	AT3G28910	Arabidopsis thaliana	DAP	PMID:27203113	AT3G28910
MP00387	AT3G28920	Arabidopsis thaliana	DAP	PMID:27203113	AT3G28920
MP00388	AT3G30210	Arabidopsis thaliana	DAP	PMID:27203113	AT3G30210
MP00389	AT3G30530	Arabidopsis thaliana	DAP	PMID:27203113	AT3G30530
MP00390	AT3G45150	Arabidopsis thaliana	DAP	PMID:27203113	AT3G45150
MP00391	AT3G45170	Arabidopsis thaliana	DAP	PMID:27203113	AT3G45170
MP00392	AT3G45610	Arabidopsis thaliana	DAP	PMID:27203113	AT3G45610
MP00393	AT3G46070	Arabidopsis thaliana	DAP	PMID:27203113	AT3G46070
MP00394	AT3G47500	Arabidopsis thaliana	DAP	PMID:27203113	AT3G47500
MP00395	AT3G47600	Arabidopsis thaliana	DAP	PMID:27203113	AT3G47600
MP00396	AT3G47620	Arabidopsis thaliana	DAP	PMID:27203113	AT3G47620
MP00397	AT3G48160	Arabidopsis thaliana	DAP	PMID:27203113	AT3G48160
MP00398	AT3G49530	Arabidopsis thaliana	DAP	PMID:27203113	AT3G49530
MP00399	AT3G49930	Arabidopsis thaliana	DAP	PMID:27203113	AT3G49930
MP00400	AT3G50060	Arabidopsis thaliana	DAP	PMID:27203113	AT3G50060
MP00401	AT3G50260	Arabidopsis thaliana	DAP	PMID:27203113	AT3G50260
MP00402	AT3G50410	Arabidopsis thaliana	DAP	PMID:27203113	AT3G50410
MP00403	AT3G50700	Arabidopsis thaliana	DAP	PMID:27203113	AT3G50700
MP00404	AT3G51080	Arabidopsis thaliana	DAP	PMID:27203113	AT3G51080
MP00405	AT3G52440	Arabidopsis thaliana	DAP	PMID:27203113	AT3G52440
MP00406	AT3G53200	Arabidopsis thaliana	DAP	PMID:27203113	AT3G53200
MP00407	AT3G55370	Arabidopsis thaliana	DAP	PMID:27203113	AT3G55370
MP00408	AT3G56400	Arabidopsis thaliana	DAP	PMID:27203113	AT3G56400
MP00409	AT3G56850	Arabidopsis thaliana	DAP	PMID:27203113	AT3G56850
MP00410	AT3G57230	Arabidopsis thaliana	DAP	PMID:27203113	AT3G57230
MP00411	AT3G57600	Arabidopsis thaliana	DAP	PMID:27203113	AT3G57600
MP00412	AT3G57920	Arabidopsis thaliana	DAP	PMID:27203113	AT3G57920
MP00413	AT3G58630	Arabidopsis thaliana	DAP	PMID:27203113	AT3G58630
MP00414	AT3G60490	Arabidopsis thaliana	DAP	PMID:27203113	AT3G60490
MP00415	AT3G60530	Arabidopsis thaliana	DAP	PMID:27203113	AT3G60530
MP00416	AT3G60580	Arabidopsis thaliana	DAP	PMID:27203113	AT3G60580
MP00417	AT3G61120	Arabidopsis thaliana	DAP	PMID:27203113	AT3G61120
MP00418	AT3G61150	Arabidopsis thaliana	DAP	PMID:27203113	AT3G61150
MP00419	AT3G62420	Arabidopsis thaliana	DAP	PMID:27203113	AT3G62420
MP00420	AT4G00250	Arabidopsis thaliana	DAP	PMID:27203113	AT4G00250
